year,week,sl_no,state,district,disease,cases,deaths,report_week,date_reporting,remarks
2014,39,,,Thanjavur,Xxiii. Chikungunya,28.0,0.0,,26/09/14,"Cases reported from Village Dabeer street, HSC ward No 9, PHC / Block Kumbakonam Mpty, District Thanjavur. District RRT visited the area. House to house survey done. All cases treated symptomatically. All 03 samples tested at ZET Thanjavur found positive for Chikungunya IgM ELISA. Entomological survey done. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,39,12.,West Bengal,Hooghly,Xxiv. Acute Diarrhoeal Disease,224.0,0.0,,26/09/14,"Cases reported from ward no 11, 12 and 14 under Bhadreswar Municipality, District Hooghly. District RRT visited the area. House to house survey done. All cases treated symptomatically. All 03 water samples sent to NICED found non potable. 02 rectal swabs sent to NICED found negative for pathogens. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2014,39,1.,Assam,Karimganj,Xxv. Measles?,48.0,1.0,,,"Cases of fever with rash reported from Village Kamarbond and Bagarsangan, PHC Patharkandi, District Karimganj. District RRT investigated the outbreak. Active survey done. All cases treated symptomatically. Vitamin A prophylaxis given. 5Serum samples sent to Institute of Serology, Kolkata; result awaited.03 urine samples sent to NIV, Bangalore; result awaited.01 death occurred in a 9 month old female child due to the condition. IEC done regarding isolation of cases."
2014,39,2.,Chattisgarh,Raipur,Xxvi. Dengue,12.0,0.0,,,"Cases reported from Govind nagar, pandri, Amlidhi, Shantinagar, Raipura, Byron Bazar, Kankalipara, Gudhyari, District Raipur. District RRT investigated the outbreak. Active survey done. All cases treated symptomatically. Out of 05 blood samples tested at JNM Medical college 02 tested positive for Dengue by IgM ELISA. Anti-larval activities and fogging done. IEC done regarding personal protective measures."
2014,39,,,Raigarh,Xxvii. Food Poisoning,18.0,0.0,,,"Cases reported from Village Kognara, PHC Bahirkela, District Raigarh. District RRT investigated the outbreak. Active survey done. All cases treated symptomatically. Cases had consumed common food in a social gathering. Health education given regarding food hygiene and sanitation."
2014,39,,,Korba,Xxviii. Measles,10.0,0.0,,,"Cases reported from Village Kudrichingar, PHC Lemru, Block / District Korba. RRT visited the area. House to house survey done. All cases treated symptomatically. A total of 05 serum samples sent to lab and all of them were positive for measles by IgM ELISA. Health education given to the people."
2014,39,,,Rajnangaon,Xxix. Acute Diarrhoeal Disease,45.0,0.0,,,"Cases reported from Village Kairjhiti, Block Ghumka, District Rajnangaon. District RRT visited the area. House to house survey done. All cases treated symptomatically. Health camp organized in the area. ORS and chlorine tablets distributed to the people. Health education given regarding safe drinking water and food safety."
2014,39,3.,Gujarat,Surat,Xxx. Measles,30.0,0.0,,,"Cases of measles reported from North Zone, Nasir Nagar, Ved and Singanpore, District Surat. District RRT visited the area. House to house survey done. All cases treated symptomatically. Out of 05 serum samples tested at NIV, Pune 04 samples tested positive for Measles by IgM ELISA. All unimmunized children vaccinated. IEC done regarding isolation of cases."
2014,39,4.,Maharashtra,Amravati,Xxxi. Acute Diarrhoeal Disease,112.0,1.0,,,"Cases reported from Village Khaperkheda, PHC Sadrawadi, Block Dharni, District Amravati. District RRT visited the area. House to house survey done. All cases treated symptomatically. Probable source of infection was consumption of contaminated drinking water. Poor sanitary condition was observed in the area. Five stool samples tested negative for Cholera by culture. Alternate source of water provided. Health education given regarding food & water hygiene and sanitation."
2014,39,5.,Sikkim,North Sikkim,Xxxii. Acute Diarrhoeal Disease,24.0,0.0,,,"Cases of diarrhoea and vomiting reported from Boys and Girls Hostel Soyaem, PHC Phodong, North District, District Sikkim. District RRT visited the area. House to house survey done. All cases treated symptomatically. 03 water samples tested at DPL Gangtok found non potable. Chlorination of water was done. Health education given regarding personal hygiene and sanitation."
2014,39,6.,Tamil Nadu,Vellore,Xxxiii. Dengue?,21.0,0.0,,,"Cases reported from Village Musulnaidu Kandigai Colony, HSC Musulnaidu Kandihai, PHC Thanigaipolur, Block Mudhur, Arakkonam, District Vellore. District RRT visited the area. House to house survey done. All cases treated symptomatically. Out of 04 serum samples tested 01 sample found positive for Dengue IgM ELISA. Entomological survey done. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,39,7.,Uttar Pradesh,Firozabad,Xxxiv. Acute Diarrhoeal Disease,13.0,0.0,,,"Cases reported from Sailai urban, PHC Ussaini, District Firozabad. District RRT visited the area. House to house survey done. All cases treated symptomatically. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2014,39,1.,Karnataka,Raichur,I. Dengue,,0.0,,,"Cases of fever reported from different villages of block Manvi, Raichur, and Sindanur, District Raichur. District RRT visited the area. House to house survey done. All cases treated symptomatically. Out of 506 serum samples tested at VIMS Bellary, 112 serum samples tested positive for Dengue by IgM ELISA. Entomological survey done. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,39,2.,Maharashtra,Gadchiroli,Ii. Malaria,,1.0,,,"Cases reported from Village Mahajantola, SC Shivni, PHC Deulgaon, Block Kurkheda, District Gadchiroli. District RRT visited the area. House to house survey done. All cases treated symptomatically. 12 blood smears tested & found positive for malaria. Fever survey done in the area. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,40,,Through Integrated Disease Surveillance Programme (Idsp),,Through Integrated Disease Surveillance Programme (Idsp),,,,,
2014,40,,40Th Week (29Th September – 5Th October ) 2014,,40Th Week (29Th September – 5Th October ) 2014,,,,,
2014,40,1.,Bihar,Araria,I. Acute Encephelitis Syndrome,8.0,8.0,,25/09/14,"Cases of high fever, vomiting, convulsion and coma reported from Chirwa Rahika Tola, Ward N0 - 11, HSC Lalpur and Ansari Tola, Ward No- 6, HSC Basaithi Block Raniganj, District Araria. District RRT investigated the outbreak. Active search for cases done. Cases treated symptomatically.IEC done."
2014,40,,,Katihar,Ii. Acute Diarrhoeal Disease,19.0,0.0,,21/09/14,"Cases reported from Village Choti Bhaisdira, SC Bhaisdira, PHC / Block Barari, District Katihar. District RRT investigated the outbreak. Active search for cases done. Symptomatic treatment given to cases. Chlorination of water sources done.ORS packets distributed. IEC done regarding safe water and food practices."
2014,40,,,Katihar,Iii. Acute Diarrhoeal Disease,15.0,0.0,,04/10/14,"Cases reported from Village Muni Tola, SC Maheshpur, Block Falka, District Katihar. District RRT investigated the outbreak. Active search for cases done. Symptomatic treatment given to cases. Chlorination of water sources done.ORS packets distributed. IEC done regarding safe water and food practices."
2014,40,2.,Chhatisgarh,Raipur,Iv. Acute Diarrhoeal Disease,24.0,0.0,,20/09/14,"Cases of diarrhoea reported from Chatera,CHC Arang, District Raipur. District RRT investigated the outbreak. Active search for cases done. All cases treated symptomatically. Cases occurred due to consumption of contaminated water. IEC done regarding safe water and food practices."
2014,40,,,Raipur,V. Dengue,17.0,0.0,,19/09/14,"Cases reported from Rajbhawan Colony,District Raipur. District RRT investigated the outbreak. Active search for cases done. Symptomatic treatment given to cases. Out of 40 samples sent to JNM Medical College 17 tested positive by IgM ELISA. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,40,3.,Gujarat,Kheda,Vi. Acute Diarrhoeal Disease,13.0,0.0,,30/09/14,"Cases of diarrhoea and vomiting reported from Village/SC Goblaj, PHC Nayaka, Block/ District Kheda. District RRT investigated the outbreak. Active search for cases done. Pipeline leakages were observed in the community. Cases treated symptomatically. 4 stool samples collected and sent to BJMC, Ahmedabad were negative for cholera culture. 4 water samples collected were non potable. Chlorination of water sources done. ORS packets distributed. Health education done regarding safe drinking water and sanitation."
2014,40,,,Surendranagar,Vii. Measles,116.0,0.0,,30/09/14,"Cases of fever with rash reported from Village Ori, PHC- Nagadka, Block Sayla, District Surendranagar. District RRT investigated the outbreak. House to house survey done. Cases treated symptomatically. All 5 serum samples sent to BJMC, Ahmedabad tested positive for Measles (IgM ELISA). Cases were below 11yrs of age. Health education given regarding isolation of cases."
2014,40,,,Vadodara,Viii. Cholera?,35.0,0.0,,01/10/14,"Cases of diarrhoea and vomiting reported from Village Por, PHC Varnama District Vadodara. District RRT investigated the outbreak. Active search for cases done. Pipeline leakages were observed.02 water sample tested found to be potable.1 stool sample collected was positive for Cholera by culture. Pipeline leakage repaired. Cholirnation of water sources done. IEC done regarding personal hygiene and safe drinking water."
2014,40,4.,Haryana,Panipat,Ix. Measles,10.0,0.0,,29/09/14,"Cases of fever with rash reported from Urban RCH Centre Sector – 25, District Panipat. District RRT investigated the outbreak. House to house survey done. Cases treated symptomatically. Unhygienic and insanitary conditions were observed in the community.05 serum samples tested at SMS Jaipur found positive for Measles (IgM ELISA).Vitamin A prophylaxis given. Health education given regarding isolation of cases."
2014,40,5.,Karnataka,Bijapur,X. Diphtheria,7.0,0.0,,29/09/14,"Cases reported from Village Bhutanal LT, PHC/CHC Kannur, Block / District Bijapur. District RRT investigated the outbreak. Active search for cases done. Vaccination of unimmunized children conducted. Cases treated symptomatically. Anti Diphtherial serum made available in District hospital. Out of 07serum samples collected 4 sample tested positive for Diphtheria culture. Health education given."
2014,40,,,Chitradurga,Xi. Fever,53.0,0.0,,02/10/14,"Cases reported from Village Parmenahalli, SC Hulugulkunte, PHC/CHC Yalladakere, Block Hiriyur, Dsitrict Chitradurga. District RRT investigated the outbreak. Active case search done. All cases treated symptomatically. 5 blood samples sent for testing of typhoid, dengue JE and Chikungunya; result awaited. 2 water samples sent; result awaited. IEC done."
2014,40,,,Dharwad,Xii. Chikungunya,23.0,0.0,,29/09/14,"Cases of fever and joint pain reported from Village Shishuvinahalli (Dundur), PHC Belhar, Taluk Navalgund, District Dharwad. District RRT investigated the outbreak. Active case search done. All cases treated symptomatically. Out of 4 serum samples collected 3 samples were positive for Chikungunya (IgM ELISA). Entomological survey done. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
